-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
 KP71FPL     03E601  PSB       04.312  07:19:10.06  00071936  7.1  00028800  00011456  00060480
 KP71HPL     03E801  PSB       04.312  07:19:10.06  00013056  7.1  00026368  00002624  00010432
 KP71IPL     03E804  PSB       04.312  07:19:10.06  00008896  7.1  00025920  00001792  00007104
 KP71JPL     03E807  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP710PL     03E80A  PSB       04.312  07:19:10.06  00007616  7.1  00025920  00001536  00006080
 KP711PL     03E80D  PSB       04.312  07:19:10.06  00007616  7.1  00002240  00001536  00006080
 KP712PL     03E901  PSB       04.312  07:19:10.06  00008896  7.1  00026112  00001920  00006976
 KP713PL     03E904  PSB       04.312  07:19:10.06  00008896  7.1  00026112  00001920  00006976
 KP714PL     03E907  PSB       04.312  07:19:10.06  00007360  7.1  00025664  00001600  00005760
 KP715PL     03E90A  PSB       04.312  07:19:10.06  00006272  7.1  00025536  00001216  00005056
 KP717PL     03E90D  PSB       04.312  07:19:10.06  00007680  7.1  00025856  00001536  00006144
 KP718PL     03EA01  PSB       04.312  07:19:10.06  00007552  7.1  00025536  00001536  00006016
 KP719PL     03EA08  PSB       04.312  07:19:10.06  00007872  7.1  00026368  00001536  00006336
 KP72APL     03EA0B  PSB       04.312  07:19:10.06  00012736  7.1  00026368  00002624  00010112
 KP72BPL     03EB01  PSB       04.312  07:19:10.06  00036224  7.1  00026560  00007424  00028800
 KP72CPL     03EB05  PSB       04.312  07:19:10.06  00010176  7.1  00026112  00002048  00008128
 KP72DPL     03EC01  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0KP72FPL     03EC04  PSB       04.312  07:19:10.06  00011840  7.1  00026176  00002368  00009472
 KP72GPL     03EC07  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP72HPL     03EC0A  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP72IPL     03EC0D  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP72JPL     03ED01  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP720PL     03ED04  PSB       04.312  07:19:10.06  00007424  7.1  00025536  00001472  00005952
 KP721PL     03ED07  PSB       04.312  07:19:10.06  00010624  7.1  00026560  00002112  00008512
 KP722PL     03ED0A  PSB       04.312  07:19:10.06  00006272  7.1  00025536  00001216  00005056
 KP723PL     03ED0D  PSB       04.312  07:19:10.06  00007616  7.1  00025920  00001536  00006080
 KP725PL     03EE01  PSB       04.312  07:19:10.06  00007744  7.1  00026176  00001536  00006208
 KP726PL     03EE04  PSB       04.312  07:19:10.06  00017024  7.1  00028672  00002432  00014592
 KP727PL     03EE07  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 KP728PL     03EF01  PSB       04.312  07:19:10.06  00092928  7.1  00028800  00015104  00077824
 KP729PL     03F104  PSB       04.312  07:19:10.06  00008512  7.1  00025792  00001920  00006592
 KP73APL     03F107  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP73BPL     03F201  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP73DPL     03F204  PSB       04.312  07:19:10.06  00008576  7.1  00025920  00001856  00006720
 KP73EPL     03F207  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP73FPL     03F301  PSB       04.312  07:19:10.06  00062336  7.1  00028800  00009920  00052416
 KP73GPL     03F404  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP73HPL     03F501  PSB       04.312  07:19:10.06  00092544  7.1  00028800  00015168  00077376
 KP73IPL     03F801  PSB       04.312  07:19:10.06  00029120  7.1  00026368  00005696  00023424
 KP73JPL     03F804  PSB       04.312  07:19:10.06  00022464  7.1  00026112  00004160  00018304
 KP730PL     03F902  PSB       04.312  07:19:10.06  00017856  7.1  00028672  00002688  00015168
 KP731PL     03F905  PSB       04.312  07:19:10.06  00096000  7.1  00028800  00015424  00080576
 KP733PL     03FB04  PSB       04.312  07:19:10.06  00013952  7.1  00028160  00002496  00011456
 KP734PL     03FC01  PSB       04.312  07:19:10.06  00072064  7.1  00028800  00011456  00060608
 KP735PL     03FD05  PSB       04.312  07:19:10.06  00009792  7.1  00026368  00001792  00008000
 KP736PL     03FE01  PSB       04.312  07:19:10.06  00007616  7.1  00025920  00001536  00006080
 KP737PL     03FE04  PSB       04.312  07:19:10.06  00017856  7.1  00028672  00002688  00015168
 KP738PL     03FE07  PSB       04.312  07:19:10.06  00007936  7.1  00026688  00001536  00006400
 KP739PL     03FE0A  PSB       04.312  07:19:10.06  00007360  7.1  00025664  00001600  00005760
 KP74APL     03FF01  PSB       04.312  07:19:10.06  00008832  7.1  00025920  00001856  00006976
 KP74BPL     03FF04  PSB       04.312  07:19:10.06  00077888  7.1  00028800  00012480  00065408
 KP74CPL     040101  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP74DPL     040104  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP74EPL     040107  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP74FPL     04010A  PSB       04.312  07:19:10.06  00008832  7.1  00026112  00001856  00006976
 KP74GPL     040201  PSB       04.312  07:19:10.06  00035776  7.1  00027136  00007424  00028352
 KP74HPL     040301  PSB       04.312  07:19:10.06  00092032  7.1  00028800  00014848  00077184
 KP74IPL     040601  PSB       04.312  07:19:10.06  00084352  7.1  00028800  00013504  00070848
 KP74JPL     040801  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP740PL     040804  PSB       04.312  07:19:10.06  00007616  7.1  00025920  00001536  00006080
 KP741PL     040807  PSB       04.312  07:19:10.06  00007616  7.1  00025920  00001536  00006080
 KP742PL     04080A  PSB       04.312  07:19:10.06  00007616  7.1  00025920  00001536  00006080
 KP743PL     04080D  PSB       04.312  07:19:10.06  00007616  7.1  00025920  00001536  00006080
 KP744PL     040901  PSB       04.312  07:19:10.06  00007616  7.1  00025920  00001536  00006080
 KP745PL     040904  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 KP746PL     040907  PSB       04.312  07:19:10.06  00007616  7.1  00026112  00001536  00006080
 KP747PL     040A01  PSB       04.312  07:19:10.06  00084672  7.1  00028800  00013504  00071168
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0KP748PL     040C01  PSB       04.312  07:19:10.06  00009152  7.1  00026368  00001920  00007232
 KP749PL     040C04  PSB       04.312  07:19:10.06  00007744  7.1  00026176  00001536  00006208
 KP75APL     040C07  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP75BPL     040D01  PSB       04.312  07:19:10.06  00103808  7.1  00028800  00016448  00087360
 KP750PL     040F05  PSB       04.312  07:19:10.06  00007424  7.1  00025536  00001472  00005952
 KP751PL     041001  PSB       04.312  07:19:10.06  00014848  7.1  00026112  00002816  00012032
 KP77FPL     041004  PSB       04.312  07:19:10.06  00022912  7.1  00028672  00003712  00019200
 KP775PL     041007  PSB       04.312  07:19:10.06  00007616  7.1  00002240  00001536  00006080
 KP82FPL     041101  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP82GPL     041104  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP825PL     041107  PSB       04.312  07:19:10.06  00006400  7.1  00026112  00001280  00005120
 KP826PL     04110A  PSB       04.312  07:19:10.06  00008064  7.1  00026688  00001536  00006528
 KP840PL     041201  PSB       04.312  07:19:10.06  00020736  7.1  00010752  00003456  00017280
 KP88EPL     041204  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP884PL     041207  PSB       04.312  07:19:10.06  00008448  7.1  00025600  00001856  00006592
 KP90APL     04120A  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 KP90CPL     041301  PSB       04.312  07:19:10.06  00003712  7.1  00001664  00000704  00003008
 KP902PL     041304  PSB       04.312  07:19:10.06  00017728  7.1  00003200  00003776  00013952
 KP903PL     041401  PSB       04.312  07:19:10.06  00077632  7.1  00013760  00012608  00065024
 KXZS1SD     029C29  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 KX010PL     041601  PSB       04.312  07:19:10.06  00060160  7.1  00013120  00009408  00050752
 KX010P1     041704  PSB       04.312  07:19:10.06  00008256  7.1  00004032  00000512  00007744
 KX010P2     041707  PSB       04.312  07:19:10.06  00008000  7.1  00003392  00000512  00007488
 KX010P3     041801  PSB       04.312  07:19:10.06  00049856  7.1  00004096  00005056  00044800
 KX010P5     041901  PSB       04.312  07:19:10.06  00010624  7.1  00004032  00001152  00009472
 KX010SD     02ED14  DMB DL/1  04.312  07:19:10.06  00005344  7.1
 KX020SD     02ED22  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 KX030SD     02ED24  DMB DL/1  04.312  07:19:10.06  00000472  7.1
 KX057SD     02EE0B  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 KX060SD     02ED26  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 KX080SD     02EE09  DMB DL/1  04.312  07:19:10.06  00000464  7.1
 KX110SD     02EE07  DMB DL/1  04.312  07:19:10.06  00000448  7.1
 KX120SD     02EE01  DMB DL/1  04.312  07:19:10.06  00000464  7.1
 KX130SD     02EE03  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 KX140SD     02EE05  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 KX200PL     041904  PSB       04.312  07:19:10.06  00033216  7.1  00005888  00006080  00027136
 KX200P1     041908  PSB       04.312  07:19:10.06  00004288  7.1  00005440  00000576  00003712
 KX200P2     041A01  PSB       04.312  07:19:10.06  00004224  7.1  00005440  00000576  00003648
 KX200P3     041A04  PSB       04.312  07:19:10.06  00009152  7.1  00005568  00001024  00008128
 KX200SD     02F203  DMB DL/1  04.312  07:19:10.06  00001296  7.1
 KX202SD     02F207  DMB DL/1  04.312  07:19:10.06  00000448  7.1
 KX300PL     041A07  PSB       04.312  07:19:10.06  00041536  7.1  00010048  00008192  00033344
 KX300P1     041B04  PSB       04.312  07:19:10.06  00004224  7.1  00002432  00000512  00003712
 KX300P2     041B07  PSB       04.312  07:19:10.06  00004096  7.1  00002368  00000512  00003584
 KX300P3     041C01  PSB       04.312  07:19:10.06  00045312  7.1  00002624  00005504  00039808
 KX300SD     029C01  DMB DL/1  04.312  07:19:10.06  00003256  7.1
 KX302SD     029C19  DMB DL/1  04.312  07:19:10.06  00000464  7.1
 KX303SD     029C1B  DMB DL/1  04.312  07:19:10.06  00000464  7.1
 KX305SD     029C1D  DMB DL/1  04.312  07:19:10.06  00000472  7.1
 KX307SD     029C1F  DMB DL/1  04.312  07:19:10.06  00000472  7.1
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0KX308SD     029C21  DMB DL/1  04.312  07:19:10.06  00000464  7.1
 KX309SD     029C23  DMB DL/1  04.312  07:19:10.06  00000464  7.1
 KX310SD     029C25  DMB DL/1  04.312  07:19:10.06  00000464  7.1
 KX311SD     029C2D  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 KX314SD     029C27  DMB DL/1  04.312  07:19:10.06  00000448  7.1
 KX480SD     029C2B  DMB DL/1  04.312  07:19:10.06  00000464  7.1
 KX500PL     041C05  PSB       04.312  07:19:10.06  00007104  7.1  00001728  00001472  00005632
 KX500P1     041D02  PSB       04.312  07:19:10.06  00002688  7.1  00001536  00000448  00002240
 KX500P2     041D05  PSB       04.312  07:19:10.06  00002688  7.1  00001536  00000448  00002240
 KX500P3     041D08  PSB       04.312  07:19:10.06  00002752  7.1  00001728  00000448  00002304
 KX500SD     033415  DMB DL/1  04.312  07:19:10.06  00000504  7.1
 KX600PL     041D0B  PSB       04.312  07:19:10.06  00010496  7.1  00002624  00002176  00008320
 KX600P1     041D0E  PSB       04.312  07:19:10.06  00002688  7.1  00001536  00000448  00002240
 KX600P2     041D11  PSB       04.312  07:19:10.06  00002688  7.1  00001536  00000448  00002240
 KX600P3     041D14  PSB       04.312  07:19:10.06  00002752  7.1  00001728  00000448  00002304
 KX600SD     02F403  DMB DL/1  04.312  07:19:10.06  00000512  7.1
 KX720PL     041E01  PSB       04.312  07:19:10.06  00070464  7.1  00013760  00011136  00059328
 KX782PL     042001  PSB       04.312  07:19:10.06  00046592  7.1  00012032  00008000  00038592
 KX800PL     042101  PSB       04.312  07:19:10.06  00008000  7.1  00001984  00001472  00006528
 KX800P1     042104  PSB       04.312  07:19:10.06  00003584  7.1  00001920  00000448  00003136
 KX800P2     042107  PSB       04.312  07:19:10.06  00003584  7.1  00001920  00000448  00003136
 KX800P3     04210A  PSB       04.312  07:19:10.06  00003712  7.1  00001984  00000448  00003264
 KX800SD     042005  DMB DL/1  04.312  07:19:10.06  00000880  7.1
 KX801SD     042007  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 KX900PL     04210D  PSB       04.312  07:19:10.06  00008512  7.1  00002240  00001856  00006656
 KX900P1     042110  PSB       04.312  07:19:10.06  00002816  7.1  00001344  00000448  00002368
 KX900P2     042113  PSB       04.312  07:19:10.06  00002816  7.1  00001344  00000448  00002368
 KX900P3     042116  PSB       04.312  07:19:10.06  00002880  7.1  00001472  00000448  00002432
 KX900SD     03010D  DMB DL/1  04.312  07:19:10.06  00000472  7.1
 KX910SD     03010F  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 K0400PL     042201  PSB       04.312  07:19:10.06  00034176  7.1  00007168  00006912  00027264
 K0500PL     042301  PSB       04.312  07:19:10.06  00066112  7.1  00012032  00011136  00054976
 K0700PL     042501  PSB       04.312  07:19:10.06  00045440  7.1  00012032  00008064  00037376
 K0900PL     042601  PSB       04.312  07:19:10.06  00083584  7.1  00012032  00014400  00069184
 K0930PL     042801  PSB       04.312  07:19:10.06  00084864  7.1  00012032  00014656  00070208
 K0950PL     042A01  PSB       04.312  07:19:10.06  00056448  7.1  00013760  00009216  00047232
 K1000PL     042C01  PSB       04.312  07:19:10.06  00036288  7.1  00012032  00006400  00029888
 K1100PL     042D01  PSB       04.312  07:19:10.06  00041344  7.1  00007168  00007872  00033472
 K1120PL     042E01  PSB       04.312  07:19:10.06  00036736  7.1  00007168  00007104  00029632
 K1140PL     042F01  PSB       04.312  07:19:10.06  00102464  7.1  00013760  00016448  00086016
 K1160PL     043201  PSB       04.312  07:19:10.06  00097088  7.1  00013760  00015552  00081536
 K1200PL     043501  PSB       04.312  07:19:10.06  00095296  7.1  00013760  00014784  00080512
 K1205PL     043801  PSB       04.312  07:19:10.06  00096576  7.1  00013760  00015040  00081536
 K1210PL     043B01  PSB       04.312  07:19:10.06  00096576  7.1  00013760  00015040  00081536
 K1220PL     043E01  PSB       04.312  07:19:10.06  00070912  7.1  00012032  00011904  00059008
 K1230PL     044001  PSB       04.312  07:19:10.06  00093568  7.1  00013760  00014528  00079040
 K1240PL     044301  PSB       04.312  07:19:10.06  00040320  7.1  00007168  00007680  00032640
 K1260PL     044401  PSB       04.312  07:19:10.06  00053120  7.1  00012032  00009216  00043904
 K1300PL     044502  PSB       04.312  07:19:10.06  00043904  7.1  00028544  00007936  00035968
 K1350PL     044601  PSB       04.312  07:19:10.06  00055040  7.1  00013760  00008832  00046208
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0K2090PL     044703  PSB       04.312  07:19:10.06  00088576  7.1  00013760  00014528  00074048
 K2110PL     044903  PSB       04.312  07:19:10.06  00094272  7.1  00013760  00015168  00079104
 K2111PL     044C01  PSB       04.312  07:19:10.06  00098304  7.1  00013760  00015872  00082432
 K2120PL     044F01  PSB       04.312  07:19:10.06  00082816  7.1  00013760  00013120  00069696
 K2130PL     045101  PSB       04.312  07:19:10.06  00090240  7.1  00013760  00014592  00075648
 K2140PL     045401  PSB       04.312  07:19:10.06  00084416  7.1  00013760  00013568  00070848
 K2150PL     045601  PSB       04.312  07:19:10.06  00087616  7.1  00013760  00014272  00073344
 K2200PL     045803  PSB       04.312  07:19:10.06  00036032  7.1  00013632  00006144  00029888
 K2230PL     045901  PSB       04.312  07:19:10.06  00081920  7.1  00013760  00013120  00068800
 K2231PL     045B01  PSB       04.312  07:19:10.06  00077376  7.1  00013760  00012224  00065152
 K2240PL     045D01  PSB       04.312  07:19:10.06  00077376  7.1  00013760  00012224  00065152
 K2250PL     045F01  PSB       04.312  07:19:10.06  00082688  7.1  00013760  00013504  00069184
 K2501PL     046101  PSB       04.312  07:19:10.06  00036992  7.1  00006592  00007552  00029440
 K2502PL     046201  PSB       04.312  07:19:10.06  00082944  7.1  00013760  00013504  00069440
 K2503PL     046401  PSB       04.312  07:19:10.06  00073216  7.1  00013760  00011264  00061952
 K2504PL     046601  PSB       04.312  07:19:10.06  00071296  7.1  00013760  00011584  00059712
 K2723PL     046801  PSB       04.312  07:19:10.06  00104512  7.1  00013760  00016960  00087552
 K2725PL     046B01  PSB       04.312  07:19:10.06  00104512  7.1  00013760  00016960  00087552
 K2730PL     046E01  PSB       04.312  07:19:10.06  00086016  7.1  00013760  00014336  00071680
 K2800PL     047003  PSB       04.312  07:19:10.06  00063488  7.1  00013760  00010112  00053376
 K2830PL     047201  PSB       04.312  07:19:10.06  00038528  7.1  00013760  00006656  00031872
 K2900PL     047301  PSB       04.312  07:19:10.06  00015744  7.1  00005696  00003648  00012096
 K3000PL     047304  PSB       04.312  07:19:10.06  00070592  7.1  00013760  00011136  00059456
 K3300PL     047501  PSB       04.312  07:19:10.06  00046208  7.1  00012032  00007744  00038464
 K3400PL     047601  PSB       04.312  07:19:10.06  00065408  7.1  00013760  00010368  00055040
 K3500PL     047801  PSB       04.312  07:19:10.06  00087616  7.1  00013760  00014272  00073344
 K4100PL     047A03  PSB       04.312  07:19:10.06  00086016  7.1  00013760  00013824  00072192
 K4200PL     047C03  PSB       04.312  07:19:10.06  00082816  7.1  00013760  00013120  00069696
 K4250PL     047E01  PSB       04.312  07:19:10.06  00077376  7.1  00013760  00012224  00065152
 K4300PL     048001  PSB       04.312  07:19:10.06  00077376  7.1  00013760  00012224  00065152
 K4310PL     048201  PSB       04.312  07:19:10.06  00045824  7.1  00012032  00007680  00038144
 K4400PL     048301  PSB       04.312  07:19:10.06  00074432  7.1  00013760  00011648  00062784
 K4410PL     048501  PSB       04.312  07:19:10.06  00078400  7.1  00013760  00012416  00065984
 K4420PL     048701  PSB       04.312  07:19:10.06  00027968  7.1  00006336  00006080  00021888
 K4430PL     048801  PSB       04.312  07:19:10.06  00078400  7.1  00013760  00012416  00065984
 K4600PL     048A01  PSB       04.312  07:19:10.06  00090240  7.1  00013760  00014592  00075648
 K4602PL     048D01  PSB       04.312  07:19:10.06  00053120  7.1  00012032  00009216  00043904
 K4700PL     048E02  PSB       04.312  07:19:10.06  00094848  7.1  00013760  00015168  00079680
 K5000PL     049101  PSB       04.312  07:19:10.06  00084416  7.1  00013760  00013568  00070848
 K5001PL     049301  PSB       04.312  07:19:10.06  00084416  7.1  00013760  00013568  00070848
 K5050PL     049501  PSB       04.312  07:19:10.06  00098496  7.1  00013760  00015872  00082624
 K5600PL     049801  PSB       04.312  07:19:10.06  00099136  7.1  00013760  00015936  00083200
 K5770PL     049A05  PSB       04.312  07:19:10.06  00013568  7.1  00005952  00003072  00010496
 K5840PL     049B01  PSB       04.312  07:19:10.06  00086016  7.1  00013760  00013824  00072192
 K6000PL     049D03  PSB       04.312  07:19:10.06  00072192  7.1  00016320  00011136  00061056
 K6100PL     049F01  PSB       04.312  07:19:10.06  00077376  7.1  00013760  00012224  00065152
 K6210PL     04A101  PSB       04.312  07:19:10.06  00089792  7.1  00013760  00014848  00074944
 K6220PL     04A401  PSB       04.312  07:19:10.06  00089792  7.1  00013760  00014848  00074944
 K6500PL     04A701  PSB       04.312  07:19:10.06  00058944  7.1  00013760  00008960  00049984
 K7200PL     04A901  PSB       04.312  07:19:10.06  00033856  7.1  00008832  00005568  00028288
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0K7201PL     04AA01  PSB       04.312  07:19:10.06  00029312  7.1  00008768  00005056  00024256
 K7202PL     04AB01  PSB       04.312  07:19:10.06  00031232  7.1  00008768  00005312  00025920
 K7203PL     04AB04  PSB       04.312  07:19:10.06  00017472  7.1  00006144  00003840  00013632
 K7204PL     04AC01  PSB       04.312  07:19:10.06  00020032  7.1  00006144  00003968  00016064
 K7205PL     04AC04  PSB       04.312  07:19:10.06  00015808  7.1  00006144  00003200  00012608
 K7206PL     04AD01  PSB       04.312  07:19:10.06  00029504  7.1  00006144  00005376  00024128
 K7207PL     04AD04  PSB       04.312  07:19:10.06  00011584  7.1  00005696  00002688  00008896
 K7901PL     04AE01  PSB       04.312  07:19:10.06  00024896  7.1  00006144  00004544  00020352
 K8100PL     04AE04  PSB       04.312  07:19:10.06  00009216  7.1  00003456  00002048  00007168
 K8400PL     04AF01  PSB       04.312  07:19:10.06  00061568  7.1  00013760  00009536  00052032
 K8450PL     04B004  PSB       04.312  07:19:10.06  00010624  7.1  00003456  00002368  00008256
 K8800PL     04B101  PSB       04.312  07:19:10.06  00024512  7.1  00026368  00004928  00019584
 K9013PL     04B201  PSB       04.312  07:19:10.06  00058240  7.1  00012032  00009792  00048448
 K9500PL     04B401  PSB       04.312  07:19:10.06  00031488  7.1  00007168  00006656  00024832
 K9550PL     04B501  PSB       04.312  07:19:10.06  00026944  7.1  00006336  00005824  00021120
 K9850PL     04B601  PSB       04.312  07:19:10.06  00041280  7.1  00010624  00008256  00033024
 K9850RPT    04B605  PSB       04.312  07:19:10.06  00009280  7.1  00002496  00001856  00007424
 K9990PL     04B703  PSB       04.312  07:19:10.06  00071296  7.1  00013760  00011648  00059648
 LB001PL     04B805  PSB       04.312  07:19:10.06  00005120  7.1  00013440  00000960  00004160
 LB02APL     04B808  PSB       04.312  07:19:10.06  00005056  7.1  00001920  00000960  00004096
 LB020PL     04B902  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 LB05APL     04B905  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 LB050PL     04B908  PSB       04.312  07:19:10.06  00005120  7.1  00025536  00000960  00004160
 LB06APL     04B90B  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 LB060PL     04B90E  PSB       04.312  07:19:10.06  00005120  7.1  00025536  00000960  00004160
 LB099PL     04B911  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 LB11APL     04B914  PSB       04.312  07:19:10.06  00007232  7.1  00025536  00001472  00005760
 LB11BPL     04B917  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 LB110PL     04BA01  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 LB12APL     04BA04  PSB       04.312  07:19:10.06  00069440  7.1  00012032  00011648  00057792
 LB120PL     04BB05  PSB       04.312  07:19:10.06  00003712  7.1  00001664  00000640  00003072
 LB164PL     04BB08  PSB       04.312  07:19:10.06  00005120  7.1  00013440  00000896  00004224
 LB199PL     04BC01  PSB       04.312  07:19:10.06  00019392  7.1  00003264  00003712  00015680
 LB21APL     04BC04  PSB       04.312  07:19:10.06  00013568  7.1  00003584  00002240  00011328
 LB21CPL     04BD01  PSB       04.312  07:19:10.06  00082368  7.1  00012032  00014144  00068224
 LB21EPL     04BF01  PSB       04.312  07:19:10.06  00013952  7.1  00026816  00002432  00011520
 LB21IPL     04BF04  PSB       04.312  07:19:10.06  00088640  7.1  00028800  00013824  00074816
 LB210PL     04C103  PSB       04.312  07:19:10.06  00083456  7.1  00028544  00014400  00069056
 LB212PL     04C301  PSB       04.312  07:19:10.06  00083648  7.1  00028544  00014400  00069248
 LB214PL     04C501  PSB       04.312  07:19:10.06  00009920  7.1  00026816  00001792  00008128
 LB218PL     04C504  PSB       04.312  07:19:10.06  00011328  7.1  00026816  00002240  00009088
 LB22APL     04C601  PSB       04.312  07:19:10.06  00096320  7.1  00028800  00015168  00081152
 LB22CPL     04C804  PSB       04.312  07:19:10.06  00013952  7.1  00026816  00002432  00011520
 LB22EPL     04C901  PSB       04.312  07:19:10.06  00013952  7.1  00026816  00002432  00011520
 LB220PL     04C904  PSB       04.312  07:19:10.06  00012288  7.1  00026816  00002240  00010048
 LB222PL     04C907  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 LB224PL     04C90A  PSB       04.312  07:19:10.06  00007744  7.1  00026368  00001536  00006208
 LB23GPL     04CA01  PSB       04.312  07:19:10.06  00013952  7.1  00026816  00002432  00011520
 LB236PL     04CA04  PSB       04.312  07:19:10.06  00009216  7.1  00026368  00001920  00007296
 LB24APL     04CA07  PSB       04.312  07:19:10.06  00009792  7.1  00026688  00001920  00007872
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0LB240PL     04CA0A  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 LB27APL     04CA0D  PSB       04.312  07:19:10.06  00007488  7.1  00025536  00001536  00005952
 LB27CPL     04CB02  PSB       04.312  07:19:10.06  00009536  7.1  00025664  00001792  00007744
 LB27EPL     04CB05  PSB       04.312  07:19:10.06  00088704  7.1  00028544  00014976  00073728
 LB27FPL     04CD03  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 LB27GPL     04CD06  PSB       04.312  07:19:10.06  00019200  7.1  00026368  00003840  00015360
 LB27IPL     04CD09  PSB       04.312  07:19:10.06  00019648  7.1  00026560  00003776  00015872
 LB27JPL     04CE01  PSB       04.312  07:19:10.06  00020928  7.1  00026560  00004032  00016896
 LB270PL     04CE04  PSB       04.312  07:19:10.06  00004864  7.1  00001664  00000896  00003968
 LB272PL     04CE07  PSB       04.312  07:19:10.06  00007488  7.1  00025536  00001536  00005952
 LB274PL     04CE0A  PSB       04.312  07:19:10.06  00007488  7.1  00025536  00001536  00005952
 LB276PL     04CF01  PSB       04.312  07:19:10.06  00007552  7.1  00025536  00001472  00006080
 LB278PL     04CF04  PSB       04.312  07:19:10.06  00007616  7.1  00025536  00001536  00006080
 LB279PL     04CF07  PSB       04.312  07:19:10.06  00007616  7.1  00025536  00001536  00006080
 LB28APL     04CF0A  PSB       04.312  07:19:10.06  00006336  7.1  00025536  00001280  00005056
 LB28CPL     04D001  PSB       04.312  07:19:10.06  00084608  7.1  00028544  00014720  00069888
 LB28DPL     04D201  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 LB28EPL     04D204  PSB       04.312  07:19:10.06  00084608  7.1  00028544  00014720  00069888
 LB28GPL     04D401  PSB       04.312  07:19:10.06  00019200  7.1  00026368  00003840  00015360
 LB280PL     04D404  PSB       04.312  07:19:10.06  00007808  7.1  00025728  00001472  00006336
